round_shots,1309,241,131,143,89,98,64,36
round_queries,1309,2169,4323,14157,31239,110446,221888,1141956
round_k,4,16,49,175,563,1733,5254,15860
round_queries,1050,1421,3175,10206,31920,109952,255486,729001,579352
round_k,3,12,40,142,429,1303,4005,12039,36209
round_shots,788,198,127,142,88,94,62,55,4
round_queries,788,1386,3175,11502,21912,70406,141546,376695,249188
round_k,3,12,40,124,374,1141,3424,10346,31148
round_shots,798,218,271,222,105,130,94,61,9
round_queries,798,1526,6233,16650,29085,110630,246374,489891,670545
round_k,3,11,37,138,425,1310,4015,12114,37252
round_shots,1292,230,133,98,90,92,64,74,7
round_queries,1292,1610,3325,7938,22050,71300,150080,521774,461377
round_k,3,12,40,122,387,1172,3525,10721,32955
round_shots,1511,195,183,172,84,95,73,61,6
round_queries,1511,1365,4575,13588,20244,69445,166221,423401,382230
round_k,3,12,39,120,365,1138,3470,10581,31852
round_shots,826,206,153,118,93,76,67,80,10
round_queries,826,1442,3825,8850,23157,59204,157785,573680,668130
round_k,3,12,37,124,389,1177,3585,11135,33406
round_shots,1533,235,215,131,100,91,75,61,4
round_queries,1533,1645,5375,10087,23500,64701,161475,395585,235452
round_k,3,12,38,117,355,1076,3242,9810,29431
round_shots,1039,219,173,131,90,92,78,63,146,7
round_queries,1039,657,1557,4323,9090,27876,73398,178227,1253702,588301
round_k,1,4,16,50,151,470,1414,4293,13698,42021
round_shots,1329,377,141,164,219,105,87,55,3
round_queries,1329,2639,3525,12300,55407,84735,212367,406615,200997
round_k,3,12,37,126,403,1220,3696,11118,33499
round_shots,1503,195,108,125,89,151,142,44
round_queries,1503,1755,3564,12375,29637,152963,438354,1276572
round_k,4,16,49,166,506,1543,4793,14506
round_shots,1391,156,199,139,107,112,78,57,4
round_queries,1391,1092,4577,10147,24075,76272,159822,350835,233132
round_k,3,11,36,112,340,1024,3077,9452,29141
round_shots,902,306,136,118,84,80,65,85,3
round_queries,902,2142,3400,8850,20916,59760,148785,597125,198969
round_k,3,12,37,124,373,1144,3512,10775,33161
round_shots,1312,323,185,119,105,75,65,60,3
round_queries,1312,2261,4625,9639,29085,64425,170235,473460,218997
round_k,3,12,40,138,429,1309,3945,12091,36499
round_shots,836,232,129,117,135,74,62,57,5
round_queries,836,1624,3225,9477,37395,65490,167090,460845,368665
round_k,3,12,40,138,442,1347,4042,12171,36866
round_shots,890,219,119,103,97,76,65,91,8
round_queries,890,1533,2975,7725,23377,56012,144885,616161,499176
round_k,3,12,37,120,368,1114,3385,10399,31198
round_shots,1079,192,218,108,90,97,65,59,4
round_queries,1079,1344,5014,8100,20790,67803,137085,380609,234636
round_k,3,11,37,115,349,1054,3225,9776,29329
round_shots,1081,146,206,134,141,83,81,94,62
round_queries,1081,438,1854,4422,13959,28469,83349,296570,1790374
round_k,1,4,16,49,171,514,1577,4799,14438
round_shots,891,211,151,98,108,74,67,58,6
round_queries,891,1477,3775,7938,26244,56018,152157,396198,378990
round_k,3,12,40,121,378,1135,3415,10404,31582
round_shots,776,198,118,343,145,97,84,59,13
round_queries,776,1386,2950,25725,34075,73623,191604,411171,831831
round_k,3,12,37,117,379,1140,3484,10615,31993
round_shots,1010,250,247,176,114,75,65,57,9
round_queries,1010,1750,5681,13200,28842,57225,150865,399171,574065
round_k,3,11,37,126,381,1160,3501,10599,31892
round_shots,1516,250,125,149,129,82,167,164,12
round_queries,1516,1750,3125,11175,29541,56662,355543,1078300,738996
round_k,3,12,37,114,345,1064,3287,9994,30791
round_shots,1257,195,145,215,250,89,62,54,6
round_queries,1257,1365,3625,16985,60750,71467,166842,438102,453186
round_k,3,12,39,121,401,1345,4056,12241,37765
round_shots,1392,225,122,91,145,80,62,66,5
round_queries,1392,2025,4026,9009,43065,73040,170686,545622,379975
round_k,4,16,49,148,456,1376,4133,12609,37997
round_shots,777,211,133,137,87,113,64,63,5
round_queries,777,1477,3325,11097,26187,102265,177088,528129,389295
round_k,3,12,40,150,452,1383,4191,12613,38929
round_shots,1368,207,146,98,91,208,144,114,3
round_queries,1368,1863,4526,9310,27391,202800,421200,1024974,252063
round_k,4,15,47,150,487,1462,4495,13926,42010
round_shots,1431,195,134,208,123,76,77,186,4
round_queries,1431,1755,4422,20592,37269,69996,212905,1545102,317964
round_k,4,16,49,151,460,1382,4153,13248,39745
round_shots,1140,209,108,100,98,75,70,54,15
round_queries,1140,1463,2700,7500,22246,53175,149450,348030,870075
round_k,3,12,37,113,354,1067,3222,9667,29002
round_shots,928,243,131,126,129,77,78,56,4
round_queries,928,1701,3275,10206,31347,56441,172926,372456,241428
round_k,3,12,40,121,366,1108,3325,10059,30178
round_shots,761,206,196,155,91,87,76,88,82,4
round_queries,761,618,1764,5115,9555,27405,72580,261272,733982,327324
round_k,1,4,16,52,157,477,1484,4475,13638,40915
round_shots,1059,201,180,133,80,83,70,54,4
round_queries,1059,1407,4500,10507,19120,59511,159950,372222,248148
round_k,3,12,39,119,358,1142,3446,10339,31018
round_shots,1016,259,168,112,135,114,69,59,6
round_queries,1016,1813,3864,7952,29025,74442,135447,349221,320310
round_k,3,11,35,107,326,981,2959,8897,26692
round_shots,1301,191,347,183,87,111,97,53,3
round_queries,1301,1719,10757,17019,26709,106005,280815,464439,241779
round_k,4,15,46,153,477,1447,4381,13186,40296
round_shots,1157,225,151,106,90,72,84,81,7
round_queries,1157,1575,3473,7738,19710,49608,173628,513135,404985
round_k,3,11,36,109,344,1033,3167,9642,28927
round_shots,1411,203,165,109,87,107,109,95,3
round_queries,1411,1421,4125,8829,22707,86349,272391,722855,208413
round_k,3,12,40,130,403,1249,3804,11413,34735
round_shots,966,172,158,137,161,81,70,61,10
round_queries,966,1204,3634,9727,34615,54351,142730,373259,556710
round_k,3,11,35,107,335,1019,3059,9252,27835
round_shots,1189,250,139,98,195,132,65,59,3
round_queries,1189,1750,3475,7938,48945,100188,152945,419903,202275
round_k,3,12,40,125,379,1176,3558,10682,33712
round_shots,1105,201,166,109,103,74,70,64,4
round_queries,1105,1407,3818,7739,21939,52466,148890,409536,237276
round_k,3,11,35,106,354,1063,3199,9690,29659
round_shots,1171,216,154,134,183,106,67,70,9
round_queries,1171,1512,3542,9782,40809,72398,155373,487130,579249
round_k,3,11,36,111,341,1159,3479,10665,32180
round_shots,1423,192,140,113,108,71,62,37
round_queries,1423,1728,4620,13221,40284,82715,220286,1222591
round_k,4,16,58,186,582,1776,5338,16521
round_shots,1542,260,149,176,95,84,65,54,3
round_queries,1542,1820,3725,13200,24035,68628,164255,409914,207819
round_k,3,12,37,126,408,1263,3795,11492,34636
round_shots,788,155,186,131,85,91,137,62,14
round_queries,788,1085,4278,9563,18615,59787,278247,378882,775922
round_k,3,11,36,109,328,1015,3055,9224,27711
round_shots,1468,181,184,108,160,131,173,55,6
round_queries,1468,1267,4232,7884,36000,96547,401187,388355,383382
round_k,3,11,36,112,368,1159,3530,10643,31948
round_shots,855,221,233,190,98,169,63,103,5
round_queries,855,1547,5359,14250,22246,115089,129843,636849,278495
round_k,3,11,37,113,340,1030,3091,9274,27849
round_shots,785,195,161,103,131,93,147,61,13
round_queries,785,1365,4025,8343,31833,68169,325017,419619,805701
round_k,3,12,40,121,366,1105,3439,10318,30988
round_shots,1505,263,170,126,106,78,64,73,6
round_queries,1505,1841,4250,9450,24274,57642,144576,497057,377118
round_k,3,12,37,114,369,1129,3404,10330,31426
round_shots,1132,146,182,144,113,94,169,227,113,4
round_queries,1132,438,1638,4752,11187,28106,152607,624023,1006039,330924
round_k,1,4,16,49,149,451,1374,4451,13768,41365
round_shots,1428,262,183,121,131,80,65,70,7
round_queries,1428,1834,4209,8833,29475,54000,132535,428750,399525
round_k,3,11,36,112,337,1019,3062,9242,28537
round_shots,1445,275,100,109,94,75,76,57,13
round_queries,1445,1925,2500,8175,23406,57075,176700,402477,837057
round_k,3,12,37,124,380,1162,3530,10731,32194
round_shots,1151,206,172,171,137,162,167,103,5
round_queries,1151,1442,4300,13509,33017,117774,371909,765805,347855
round_k,3,12,39,120,363,1113,3717,11419,34785
round_shots,1007,240,155,189,325,81,69,72,3
round_queries,1007,1680,3875,14931,78975,61155,156423,517464,198999
round_k,3,12,39,121,377,1133,3593,10999,33166
round_shots,1434,172,125,106,87,72,64,66,3
round_queries,1434,1548,4125,11554,29667,73800,200000,623634,258399
round_k,4,16,54,170,512,1562,4724,14355,43066
round_shots,1500,211,108,171,99,75,70,74,3
round_queries,1500,1899,3564,16929,29997,69825,196210,629518,233685
round_k,4,16,49,151,465,1401,4253,12760,38947
round_shots,1016,263,172,177,105,75,67,71,8
round_queries,1016,1841,4300,13275,26565,60225,164753,524477,559928
round_k,3,12,37,126,401,1229,3693,11373,34995
round_shots,1021,174,155,94,92,89,95,90,11
round_queries,1021,1218,3565,6862,20148,58473,196745,563130,628419
round_k,3,11,36,109,328,1035,3128,9489,28564
round_shots,1143,211,126,121,106,81,66,62,3
round_queries,1143,1477,3150,9801,26394,60669,156222,446338,202281
round_k,3,12,40,124,374,1183,3599,11002,33713
round_shots,1189,243,133,114,107,74,67,125,10
round_queries,1189,1701,3325,9234,28783,60014,165155,932375,683410
round_k,3,12,40,134,405,1232,3729,11188,34170
round_shots,873,301,214,109,100,79,131,54,8
round_queries,873,2107,5778,9047,24900,61225,304837,379782,508776
round_k,3,13,41,124,387,1163,3516,10591,31798
round_shots,1271,178,118,201,125,74,64,51,7
round_queries,1271,1602,3894,21105,40125,73334,194496,468231,588287
round_k,4,16,52,160,495,1519,4590,13771,42020
round_shots,1036,265,123,142,88,83,82,54,5
round_queries,1036,1855,3075,11502,25256,71463,214266,427086,358995
round_k,3,12,40,143,430,1306,3954,11966,35899
round_shots,918,174,227,130,133,85,77,122,87
round_queries,918,522,2043,4290,13965,33065,91245,434442,2790873
round_k,1,4,16,52,194,592,1780,5346,16039
round_shots,1177,227,114,109,97,118,72,82,3
round_queries,1177,1589,2850,8175,24153,93338,172440,602782,198477
round_k,3,12,37,124,395,1197,3675,11026,33079
round_shots,791,232,150,133,97,79,100,81,4
round_queries,791,1624,3450,9709,21243,55221,216100,530793,241548
round_k,3,11,36,109,349,1080,3276,10034,30193
round_shots,785,191,142,116,95,78,76,82,5
round_queries,785,1337,3266,8236,21755,57330,172900,567030,334255
round_k,3,11,35,114,367,1137,3457,10643,33425
round_shots,1189,238,173,132,116,82,84,72,3
round_queries,1189,1666,4325,10428,28884,61582,191268,524952,210123
round_k,3,12,39,124,375,1138,3645,11409,35020
round_shots,1001,207,145,90,95,91,114,60,5
round_queries,1001,1449,3335,6570,20805,59787,232674,370620,287485
round_k,3,11,36,109,328,1020,3088,9345,28748
round_shots,1485,261,119,105,106,73,66,55,3
round_queries,1485,2349,3927,10605,34662,74387,204006,517935,259053
round_k,4,16,50,163,509,1545,4708,14287,43175
round_shots,1391,322,168,108,92,129,128,53,3
round_queries,1391,2254,4536,9180,25116,109779,327552,414937,211383
round_k,3,13,42,136,425,1279,3914,11743,35230
round_shots,1423,260,153,90,109,77,192,129,4
round_queries,1423,1820,3825,7290,26487,56441,425664,869589,246236
round_k,3,12,40,121,366,1108,3370,10186,30779
round_shots,832,227,123,132,91,76,92,60,4
round_queries,832,1589,3075,10692,22295,56012,203596,398340,239900
round_k,3,12,40,122,368,1106,3319,9972,29987
round_shots,777,250,130,165,88,83,113,54,3
round_queries,777,1750,3250,12375,22264,63827,270183,395442,199467
round_k,3,12,37,126,384,1195,3661,11066,33244
round_shots,777,300,176,118,89,78,66,80,4
round_queries,777,2100,4400,8850,22161,60762,156354,572400,262092
round_k,3,12,37,124,389,1184,3577,10751,32761
round_shots,855,365,139,115,89,74,64,95,12
round_queries,855,2555,3475,8625,22339,57646,150720,673455,768900
round_k,3,12,37,125,389,1177,3544,10633,32037
round_shots,802,203,127,136,112,89,102,80,3
round_queries,802,1421,3175,11016,29008,76807,281622,672560,232113
round_k,3,12,40,129,431,1380,4203,12802,38685
round_shots,1374,304,149,96,87,74,110,55,3
round_queries,1374,2128,4023,8160,22359,58978,269610,405515,200007
round_k,3,13,42,128,398,1225,3686,11111,33334
round_shots,890,226,141,103,118,92,66,114,3
round_queries,890,1582,3243,7313,26078,68540,151470,797430,198183
round_k,3,11,35,110,372,1147,3497,10503,33030
round_shots,1471,243,315,116,88,75,64,63,4
round_queries,1471,2187,9765,11484,26664,71325,186816,553833,327564
round_k,4,15,49,151,475,1459,4395,13254,40945
round_shots,1416,218,157,132,108,88,64,112
round_queries,1416,1962,5181,13860,34020,90552,203584,3324048
round_k,4,16,52,157,514,1590,4831,14839
round_shots,797,237,168,141,226,89,218,76,4
round_queries,797,1659,3864,10293,50398,60075,458018,498180,242484
round_k,3,11,36,111,337,1050,3277,9832,30310
round_shots,917,245,165,140,98,77,63,69,4
round_queries,917,1715,4125,11340,23814,56287,138789,456021,239276
round_k,3,12,40,121,365,1101,3304,9913,29909
round_shots,1482,180,98,112,80,72,83,53,3
round_queries,1482,1620,3234,11088,24240,65448,228997,443663,227073
round_k,4,16,49,151,454,1379,4185,12609,37845
round_shots,1226,217,130,100,90,97,90,90,6
round_queries,1226,1519,3250,8100,22050,72265,201510,611550,379794
round_k,3,12,40,122,372,1119,3397,10496,31649
round_shots,1306,245,106,130,80,124,79,75,4
round_queries,1306,1715,2650,9750,20400,94860,183675,527175,261860
round_k,3,12,37,127,382,1162,3514,10747,32732
round_shots,1493,169,120,98,116,79,62,64,4
round_queries,1493,1521,3960,10290,37236,76235,191022,592064,341436
round_k,4,16,52,160,482,1540,4625,14007,42679
round_shots,1463,198,147,114,105,81,67,62,4
round_queries,1463,1386,3675,8550,25095,61155,151889,422282,256276
round_k,3,12,37,119,377,1133,3405,10394,32034
round_shots,1497,230,129,95,102,73,77,52,3
round_queries,1497,2070,4257,9975,32334,69569,221991,451204,242067
round_k,4,16,52,158,476,1441,4338,13015,40344
round_shots,882,278,124,126,87,78,69,60,13
round_queries,882,1946,3100,9450,19923,53742,143865,384060,756041
round_k,3,12,37,114,344,1042,3200,9682,29078
round_shots,1306,209,178,92,102,110,71,75,4
round_queries,1306,1463,4450,7452,24786,85250,167631,539325,260780
round_k,3,12,40,121,387,1180,3595,10796,32597
round_shots,1288,225,117,137,97,127,68,35
round_queries,1288,2025,3861,14385,35599,141351,227460,1068865
round_k,4,16,52,183,556,1672,5024,15269
round_shots,1186,257,255,141,199,125,64,67,4
round_queries,1186,1799,5865,10575,45571,86625,135872,429537,233028
round_k,3,11,37,114,346,1061,3205,9709,29128
round_shots,1134,237,145,139,98,97,113,65,4
round_queries,1134,1659,3625,10981,23618,70131,245775,436475,245564
round_k,3,12,39,120,361,1087,3357,10195,30695
round_shots,1246,219,102,103,89,95,65,65,13
round_queries,1246,1533,2550,7725,20025,65835,137085,415545,754559
round_k,3,12,37,112,346,1054,3196,9653,29021
round_shots,1531,217,250,105,135,78,70,56,12
round_queries,1531,1519,5750,7665,30375,53586,144690,356664,717924
round_k,3,11,36,112,343,1033,3184,9589,29913
round_shots,966,250,153,103,112,107,66,55,12
round_queries,966,1750,3825,7725,26992,77789,147510,370975,731388
round_k,3,12,37,120,363,1117,3372,10154,30474
round_shots,1423,283,145,131,94,77,68,54,4
round_queries,1423,1981,3625,10611,22842,59983,159052,379242,261540
round_k,3,12,40,121,389,1169,3511,10534,32692
round_shots,773,201,151,116,95,78,73,55,12
round_queries,773,1407,3473,8236,21755,57330,166075,381315,758316
round_k,3,11,35,114,367,1137,3466,10446,31596
round_shots,1169,229,123,130,89,100,64,94,5
round_queries,1169,1603,3075,10530,26077,88500,170176,755290,365235
round_k,3,12,40,146,442,1329,4017,12052,36523
round_shots,1538,222,137,99,100,106,97,52,4
round_queries,1538,1998,4521,9801,31300,101018,277323,461916,321468
round_k,4,16,49,156,476,1429,4441,13387,40183
round_shots,1066,160,236,106,122,145,141,159,52,3
round_queries,1066,480,2124,3498,12078,43645,131553,445359,447668,233229
round_k,1,4,16,49,150,466,1400,4304,12913,38871
round_shots,1289,222,177,100,100,80,62,58,4
round_queries,1289,1554,4425,7900,23900,58480,141794,397938,248316
round_k,3,12,39,119,365,1143,3430,10306,31039
round_shots,983,187,280,121,128,84,72,113,84,3
round_queries,983,561,2520,3993,12928,25788,68040,321259,722484,239265
round_k,1,4,16,50,153,472,1421,4300,13056,39877
round_shots,1039,199,122,92,82,77,69,62,14
round_queries,1039,1393,3050,6900,18450,51975,140967,380122,777210
round_k,3,12,37,112,337,1021,3065,9228,27757
round_shots,943,214,170,92,92,107,160,55,4
round_queries,943,1498,4250,7268,21804,79287,361440,372735,255996
round_k,3,12,39,118,370,1129,3388,10193,31999
round_shots,773,208,160,223,133,79,66,58,11
round_queries,773,1456,4000,17617,32319,57907,147906,398866,688743
round_k,3,12,39,121,366,1120,3438,10435,31306
round_shots,1406,264,143,122,176,81,110,88,7
round_queries,1406,1848,3575,9882,43472,66177,269830,653576,483189
round_k,3,12,40,123,408,1226,3713,11140,34513
round_shots,776,237,148,98,134,106,63,68,12
round_queries,776,1659,3404,7154,29346,75154,134253,435812,709116
round_k,3,11,36,109,354,1065,3204,9797,29546
round_shots,945,200,258,101,103,100,179,64,53,4
round_queries,945,600,2322,3333,10197,30300,172019,186688,465181,318364
round_k,1,4,16,49,151,480,1458,4388,13259,39795
round_shots,1194,258,144,205,111,95,76,68,10
round_queries,1194,1806,3600,15375,29859,77045,190228,514284,683130
round_k,3,12,37,134,405,1251,3781,11344,34156
round_shots,1013,249,191,234,101,77,74,64,7
round_queries,1013,1743,4775,18486,24543,62293,184926,486208,496475
round_k,3,12,39,121,404,1249,3798,11535,35462
round_shots,949,178,171,133,110,79,67,65,4
round_queries,949,1246,3933,9709,24970,54115,140499,415285,235868
round_k,3,11,36,113,342,1048,3194,9642,29483
round_shots,1061,160,181,171,186,129,113,65,53,3
round_queries,1061,480,1629,5301,18042,37797,99779,172445,431473,224241
round_k,1,4,15,48,146,441,1326,4070,12314,37373
round_shots,1243,335,123,105,146,142,62,77,11
round_queries,1243,2345,3075,8505,36938,112038,150970,562485,730851
round_k,3,12,40,126,394,1217,3652,11029,33220
round_shots,1295,214,207,206,108,98,116,144,4
round_queries,1295,1498,5175,15862,25596,70070,259260,968112,244380
round_k,3,12,38,118,357,1117,3361,10084,30547
round_shots,1343,250,125,120,90,190,69,54,4
round_queries,1343,1750,3125,9000,21510,142690,162219,381618,257676
round_k,3,12,37,119,375,1175,3533,10670,32209
round_shots,1335,195,124,117,107,76,66,59,8
round_queries,1335,1365,3100,8775,26643,57684,151998,415065,513480
round_k,3,12,37,124,379,1151,3517,10697,32092
round_shots,1062,237,177,138,101,73,62,57,4
round_queries,1062,1659,4425,11178,24947,57889,147994,408177,258876
round_k,3,12,40,123,396,1193,3580,10786,32359
round_shots,908,316,129,177,198,153,190,131,10
round_queries,908,2212,3225,14337,50886,117963,453150,972937,680330
round_k,3,12,40,128,385,1192,3713,11279,34016
round_shots,1406,178,117,88,89,81,95,62,4
round_queries,1406,1602,3861,8712,26433,76221,273125,536486,315012
round_k,4,16,49,148,470,1437,4326,12998,39376
round_shots,1528,341,138,132,104,100,64,66,5
round_queries,1528,2387,3450,10164,26312,78100,152896,475794,335135
round_k,3,12,38,126,390,1194,3604,10908,33513
round_shots,847,195,123,127,117,84,63,54,3
round_queries,847,1365,3075,10287,28665,68292,159957,413478,209265
round_k,3,12,40,122,406,1269,3828,11623,34877
round_shots,1386,232,136,197,230,208,130,185,3
round_queries,1386,1624,3400,14775,52210,156624,312910,1355125,209109
round_k,3,12,37,113,376,1203,3662,11375,34851
round_shots,1256,264,117,95,101,86,84,52,3
round_queries,1256,2376,3861,9975,32623,84022,257292,478868,252333
round_k,4,16,52,161,488,1531,4604,13813,42055
round_shots,1157,254,145,114,103,83,205,68,6
round_queries,1157,1778,3625,9234,25853,62665,478265,475932,382914
round_k,3,12,40,125,377,1166,3499,10636,31909
round_shots,811,324,130,135,97,86,69,57,13
round_queries,811,2268,3250,10125,22213,59254,147315,365199,764075
round_k,3,12,37,114,344,1067,3203,9742,29387
round_shots,1042,245,137,144,93,76,63,83,4
round_queries,1042,1715,3425,11664,22785,56012,139419,551037,244500
round_k,3,12,40,122,368,1106,3319,9958,30562
round_shots,1504,186,120,132,109,79,70,53,3
round_queries,1504,1674,3720,12540,31065,68019,181510,414937,212079
round_k,4,15,47,142,430,1296,3914,11751,35346
round_shots,955,236,147,102,100,85,71,57,5
round_queries,955,1652,3675,8262,24500,67915,175015,428355,347675
round_k,3,12,40,122,399,1232,3757,11418,34767
round_shots,1289,294,157,101,98,93,66,89,3
round_queries,1289,2058,3925,8181,24402,74679,172590,710487,225993
round_k,3,12,40,124,401,1307,3991,12097,37665
round_shots,966,140,136,109,149,87,85,89,11
round_queries,966,980,3128,7739,33823,64467,195415,614189,686763
round_k,3,11,35,113,370,1149,3450,10351,31216
round_shots,851,146,190,115,137,85,71,62,43
round_queries,851,438,1710,3795,13837,28985,74479,197718,1268285
round_k,1,4,16,50,170,524,1594,4845,14747
round_shots,1330,207,160,135,317,105,76,59
round_queries,1330,1863,4960,13095,93515,113085,253764,1800267
round_k,4,15,48,147,538,1669,5062,15256
round_shots,1186,336,236,127,95,76,78,54,7
round_queries,1186,2352,6372,10287,24225,59812,187434,390366,461139
round_k,3,13,40,127,393,1201,3614,10876,32938
round_shots,949,180,189,146,108,144,186,75,54,3
round_queries,949,540,1701,4526,10476,42768,167958,206625,459054,235413
round_k,1,4,15,48,148,451,1377,4250,12828,39235
round_shots,1214,146,158,111,90,99,68,57,7
round_queries,1214,1022,3634,8103,20430,67617,139604,356079,405685
round_k,3,11,36,113,341,1026,3123,9561,28977
round_shots,1312,195,139,113,103,122,93,55,3
round_queries,1312,1365,3475,9153,25235,94306,219945,391765,199143
round_k,3,12,40,122,386,1182,3561,10762,33190
round_shots,1091,153,176,240,130,160,157,64,5
round_queries,1091,1071,4048,17520,28990,126880,380725,477888,342555
round_k,3,11,36,111,396,1212,3733,11281,34255
round_shots,1122,254,148,112,129,92,70,128,13
round_queries,1122,1778,3404,8176,29025,63204,149590,821376,752427
round_k,3,11,36,112,343,1068,3208,9646,28939
round_shots,776,284,100,113,80,104,68,59,6
round_queries,776,1988,2500,8475,20080,78312,156196,408929,382182
round_k,3,12,37,125,376,1148,3465,10594,31848
round_shots,1475,207,271,204,91,71,64,52
round_queries,1475,1863,8401,20196,33215,83567,226496,1656564
round_k,4,15,49,182,588,1769,5309,15928
round_shots,969,235,181,208,110,75,72,138,8
round_queries,969,1645,4525,16848,26950,55425,159624,935226,490392
round_k,3,12,40,122,369,1108,3388,10165,30649
round_shots,802,234,229,322,109,82,79,62,15
round_queries,802,1638,5267,24150,24525,55678,169297,401450,875385
round_k,3,11,37,112,339,1071,3237,9712,29179
round_shots,955,146,273,332,98,102,75,70,74,3
round_queries,955,438,2457,10292,9702,30498,69525,197470,634402,242019
round_k,1,4,15,49,149,463,1410,4286,13014,40336
round_shots,1443,275,159,149,85,92,70,116,4
round_queries,1443,1925,3975,11175,20145,66884,154630,770356,241756
round_k,3,12,37,118,363,1104,3320,10002,30219
round_shots,1497,201,167,112,102,75,210,75,13
round_queries,1497,1407,4175,8400,25398,57525,484890,519525,827697
round_k,3,12,37,124,383,1154,3463,10611,31834
round_shots,1352,288,164,112,145,93,65,56,11
round_queries,1352,2016,4100,8400,36105,72819,153465,403592,718905
round_k,3,12,37,124,391,1180,3603,10863,32677
round_shots,1303,235,118,94,98,129,168,62,8
round_queries,1303,1645,2950,7050,22050,93267,376488,430838,503592
round_k,3,12,37,112,361,1120,3474,10437,31474
round_shots,782,181,152,134,102,79,77,69,6
round_queries,782,1267,3496,9782,22746,54273,161623,474237,376302
round_k,3,11,36,111,343,1049,3436,10411,31358
round_shots,978,327,127,180,87,98,130,55,4
round_queries,978,2289,3175,14580,21489,74186,295750,384615,256204
round_k,3,12,40,123,378,1137,3496,10580,32025
round_shots,1266,207,143,166,107,72,82,56,6
round_queries,1266,1863,4433,16102,31565,64440,222138,482664,483378
round_k,4,15,48,147,447,1354,4309,13356,40281
round_shots,945,235,156,120,104,83,84,57,4
round_queries,945,1645,3900,9720,25896,64657,197148,401337,254540
round_k,3,12,40,124,389,1173,3520,10570,31817
round_shots,1381,215,430,102,105,82,83,59,3
round_queries,1381,1935,11610,8466,27825,68306,212397,457073,216081
round_k,4,13,41,132,416,1279,3873,11784,36013
