round_shots,1165,174,115,277,92,68,73,40
round_queries,1165,1566,3795,29085,31924,75140,242579,1223640
round_k,4,16,52,173,552,1661,5069,15295
round_shots,1275,187,138,125,79,72,62,53
round_queries,1275,1683,4278,12125,27571,75960,199702,1561009
round_k,4,15,48,174,527,1610,4871,14726
round_shots,1058,260,203,107,98,75,80,71,6
round_queries,1058,1820,5075,8453,24598,61275,201040,543931,416514
round_k,3,12,39,125,408,1256,3830,11544,34709
round_shots,1216,248,145,92,98,78,64,82,3
round_queries,1216,1736,3625,7452,23814,63258,156096,607210,204021
round_k,3,12,40,121,405,1219,3702,11231,34003
round_shots,872,223,177,90,87,78,65,57,9
round_queries,872,1561,4425,7290,21141,56862,142545,382869,549369
round_k,3,12,40,121,364,1096,3358,10173,30520
round_shots,1047,218,261,115,190,195,74,62,84
round_queries,1047,654,2349,3795,19950,62595,71262,179242,2198364
round_k,1,4,16,52,160,481,1445,4356,13085
round_shots,1110,186,260,135,180,124,79,63,48
round_queries,1110,558,2340,4185,17100,36084,73075,186039,1302864
round_k,1,4,15,47,145,462,1476,4494,13571
round_shots,1147,236,150,229,195,107,64,62,3
round_queries,1147,1652,3750,18091,47385,83353,149824,436418,192663
round_k,3,12,39,121,389,1170,3519,10656,32110
round_shots,1427,221,168,160,88,72,147,78,4
round_queries,1427,1547,3864,11680,19800,48744,298557,480402,224980
round_k,3,11,36,112,338,1015,3079,9373,28122
round_shots,1314,234,121,104,118,154,100,88,7
round_queries,1314,1638,3025,8008,29146,114730,237700,629288,453873
round_k,3,12,38,123,372,1188,3575,10726,32419
round_shots,1300,290,166,148,98,86,72,35
round_queries,1300,2610,5146,13764,32242,89354,228024,1016085
round_k,4,15,46,164,519,1583,4815,14515
round_shots,983,195,117,121,100,71,101,52,3
round_queries,983,1365,2925,9075,25700,57297,246137,384748,206253
round_k,3,12,37,128,403,1218,3699,11098,34375
round_shots,896,319,109,121,101,76,125,80,10
round_queries,896,2233,2725,9317,24745,56772,280375,560240,649930
round_k,3,12,38,122,373,1121,3501,10812,32496
round_shots,1110,198,161,114,88,80,74,60,9
round_queries,1110,1386,4025,8550,22088,62160,176046,432540,605349
round_k,3,12,37,125,388,1189,3604,11002,33630
round_shots,1293,172,141,129,83,90,71,30
round_queries,1293,1548,4653,15093,30129,100890,239057,931650
round_k,4,16,58,181,560,1683,5069,15527
round_shots,1460,191,126,105,78,84,65,84
round_queries,1460,1719,4158,10395,23322,75348,176215,2116548
round_k,4,16,49,149,448,1355,4090,12598
round_shots,1269,194,238,114,121,75,62,61,4
round_queries,1269,1746,7378,11286,36663,68175,171554,510875,307940
round_k,4,15,49,151,454,1383,4187,12576,38492
round_shots,1285,203,185,122,87,71,76,55,6
round_queries,1285,1421,4625,9882,23229,57013,183692,404415,410250
round_k,3,12,40,133,401,1208,3676,11050,34187
round_shots,644,152,240,208,122,101,82,80,62
round_queries,644,456,2160,6448,12078,30401,77654,229680,1603134
round_k,1,4,15,49,150,473,1435,4308,12928
round_shots,997,360,117,102,93,80,129,73,3
round_queries,997,2520,2925,7650,21855,58960,285993,485523,180525
round_k,3,12,37,117,368,1108,3325,9978,30087
round_shots,1052,195,139,88,101,73,64,60,5
round_queries,1052,1365,3475,7128,24543,59641,158912,453300,344955
round_k,3,12,40,121,408,1241,3777,11390,34495
round_shots,1347,174,101,109,122,78,64,45
round_queries,1347,1566,3333,10791,40382,80418,198848,1261035
round_k,4,16,49,165,515,1553,4661,14011
round_shots,1047,197,243,115,84,85,81,78,14
round_queries,1047,1379,5103,7245,16380,49725,144261,418314,693238
round_k,3,10,31,97,292,890,2681,8050,24758
round_shots,812,232,260,107,90,93,66,55,8
round_queries,812,1624,6500,8453,22590,72819,155034,392425,516136
round_k,3,12,39,125,391,1174,3567,10725,32258
round_shots,1305,343,114,105,91,88,91,59,7
round_queries,1305,2401,2850,7875,21021,61160,191555,376715,411005
round_k,3,12,37,115,347,1052,3192,9661,29357
round_shots,1396,217,136,300,97,87,79,56,8
round_queries,1396,1519,3400,22500,22019,64815,185097,399336,520200
round_k,3,12,37,113,372,1171,3565,10837,32512
round_shots,1199,213,193,118,92,75,72,53,3
round_queries,1199,1491,4825,9558,22356,58275,173016,387801,204123
round_k,3,12,40,121,388,1201,3658,11011,34020
round_shots,1023,248,131,92,98,83,64,114,3
round_queries,1023,1736,3275,7452,23814,67313,163904,881562,222135
round_k,3,12,40,121,405,1280,3866,11894,37022
round_shots,831,145,192,111,103,78,73,79,44
round_queries,831,435,1728,3663,11021,26130,73365,240871,1264604
round_k,1,4,16,53,167,502,1524,4616,14370
round_shots,775,216,151,137,85,77,69,58,3
round_queries,775,1512,3775,11097,20825,56595,153939,388542,183855
round_k,3,12,40,122,367,1115,3349,10100,30642
round_shots,959,179,247,96,113,95,195,185,77,3
round_queries,959,537,2223,3168,11187,28405,183495,526695,657657,232833
round_k,1,4,16,49,149,470,1423,4270,12826,38805
round_shots,766,200,164,132,102,78,66,55,5
round_queries,766,1400,4100,10692,24786,60450,153450,384175,325995
round_k,3,12,40,121,387,1162,3492,10646,32599
round_shots,980,243,150,108,147,76,134,58
round_queries,980,1701,3750,10044,43071,73188,387126,1603410
round_k,3,12,46,146,481,1444,4600,13822
round_shots,989,245,146,147,139,105,87,192,3
round_queries,989,1715,3650,11613,33499,77385,202101,1372608,193125
round_k,3,12,39,120,368,1161,3574,10723,32187
round_shots,1461,237,158,123,101,81,62,52,9
round_queries,1461,1659,3950,9963,24543,66339,152458,383604,600453
round_k,3,12,40,121,409,1229,3688,11077,33358
round_shots,1188,300,156,110,80,101,105,64,3
round_queries,1188,2100,3900,8250,19120,72417,232365,431424,195297
round_k,3,12,37,119,358,1106,3370,10393,32549
round_shots,1236,221,181,133,92,74,123,79,8
round_queries,1236,1547,4525,10773,22540,57942,293847,566193,533768
round_k,3,12,40,122,391,1194,3583,10866,33360
round_shots,1276,228,120,127,155,115,76,61,11
round_queries,1276,1596,3000,9525,35495,79695,160132,391803,650067
round_k,3,12,37,114,346,1053,3211,9748,29548
round_shots,1356,195,185,105,98,79,115,78,10
round_queries,1356,1365,4625,7875,22638,59171,260015,530166,612910
round_k,3,12,37,115,374,1130,3398,10205,30645
round_shots,1147,237,135,123,137,74,64,54,3
round_queries,1147,1659,3375,9963,33291,54242,143296,365418,185739
round_k,3,12,40,121,366,1119,3383,10178,30956
round_shots,1191,228,133,124,96,80,69,57,4
round_queries,1191,1596,3325,10044,27360,70800,183609,461187,298860
round_k,3,12,40,142,442,1330,4045,12277,37357
round_shots,1012,257,145,104,129,88,77,80,3
round_queries,1012,1799,3335,7592,28251,67496,185031,595120,205575
round_k,3,11,36,109,383,1201,3719,11248,34262
round_shots,913,258,150,110,87,122,154,60,10
round_queries,913,1806,3750,8250,20793,90402,345730,413100,636090
round_k,3,12,37,119,370,1122,3442,10349,31804
round_shots,1147,223,109,122,96,139,182,115,7
round_queries,1147,1561,2725,9394,23520,106057,421694,799365,450429
round_k,3,12,38,122,381,1158,3475,10465,32173
round_shots,1339,241,168,137,163,150,63,55,3
round_queries,1339,1687,3864,10001,43847,121350,152901,403095,206139
round_k,3,11,36,134,404,1213,3664,11114,34356
round_shots,1127,241,161,111,91,87,83,99,5
round_queries,1127,1687,3703,8103,20111,61161,178699,639837,300595
round_k,3,11,36,110,351,1076,3231,9986,30059
round_shots,1469,243,162,132,89,72,71,55
round_queries,1469,2187,5346,13068,26789,68040,204125,1455355
round_k,4,16,49,150,472,1437,4342,13230
round_shots,573,173,188,275,119,78,79,112,45
round_queries,573,519,1692,8525,11781,24882,75603,323120,1181925
round_k,1,4,15,49,159,478,1442,4334,13132
round_shots,1328,260,112,101,84,110,114,54,7
round_queries,1328,1820,2800,7777,20244,80410,254334,361746,429065
round_k,3,12,38,120,365,1115,3349,10138,30647
round_shots,907,271,141,93,92,79,69,54,6
round_queries,907,1897,3525,7533,22356,60277,165117,388422,396642
round_k,3,12,40,121,381,1196,3596,10862,33053
round_shots,912,159,167,122,109,94,74,61,76
round_queries,912,477,1503,4026,11663,33370,81030,200751,2331604
round_k,1,4,16,53,177,547,1645,4990,15339
round_shots,1093,205,195,157,127,90,68,75,36
round_queries,1093,615,1755,5181,15113,34830,80852,267525,1161396
round_k,1,4,16,59,193,594,1783,5352,16130
round_shots,1159,228,114,103,90,78,65,62,3
round_queries,1159,1596,2850,7725,20430,55770,139815,401078,180069
round_k,3,12,37,113,357,1075,3234,9864,30011
round_shots,1067,167,198,116,88,79,65,52,3
round_queries,1067,1169,4554,8468,21560,60593,155285,374764,196761
round_k,3,11,36,122,383,1194,3603,10810,32793
round_shots,1373,188,122,96,87,75,70,47
round_queries,1373,1692,4026,10080,27405,72825,204330,1274405
round_k,4,16,52,157,485,1459,4432,13557
round_shots,1078,285,139,88,91,78,64,105,9
round_queries,1078,1995,3475,7128,22113,58890,150080,751485,598635
round_k,3,12,40,121,377,1172,3578,11016,33257
round_shots,928,145,281,140,205,112,190,60,41
round_queries,928,435,2529,4620,20295,33488,178410,176820,1087443
round_k,1,4,16,49,149,469,1473,4420,13261
round_shots,781,225,402,130,87,74,71,55,3
round_queries,781,1575,9246,9750,21489,55574,162945,381095,187245
round_k,3,11,37,123,375,1147,3464,10402,31207
round_shots,925,208,111,144,97,77,72,69,6
round_queries,925,1456,2775,10800,22213,53053,150120,433665,351786
round_k,3,12,37,114,344,1042,3142,9515,29315
round_shots,1213,253,150,109,145,237,67,72,5
round_queries,1213,1771,3750,8829,36105,177987,150951,486792,312355
round_k,3,12,40,124,375,1126,3380,10320,31235
round_shots,817,179,255,212,122,81,91,63,43
round_queries,817,537,2295,6572,12078,26487,89271,187173,1169471
round_k,1,4,15,49,163,490,1485,4529,13598
round_shots,1353,243,123,90,112,154,77,52,5
round_queries,1353,1701,3075,7290,27216,125202,189189,385580,336345
round_k,3,12,40,121,406,1228,3707,11134,33634
round_shots,1299,354,125,107,90,93,94,72,5
round_queries,1299,2478,3125,8025,21150,65751,202194,469800,301395
round_k,3,12,37,117,353,1075,3262,10033,30139
round_shots,921,186,203,130,113,89,99,56,9
round_queries,921,1302,4669,9490,25199,61321,206811,417928,630081
round_k,3,11,36,111,344,1044,3731,11554,35004
round_shots,1401,253,213,147,84,77,69,41
round_queries,1401,2277,6603,14553,26628,74613,201549,1091543
round_k,4,15,49,158,484,1460,4427,13311
round_shots,1162,267,170,133,139,97,142,46
round_queries,1162,1869,4250,10507,33221,69937,312826,1183994
round_k,3,12,39,119,360,1101,4070,12869
round_shots,942,301,331,179,114,121,69,55,6
round_queries,942,2107,8937,14499,31122,99583,172431,413105,411162
round_k,3,13,40,136,411,1249,3755,11275,34263
round_shots,775,212,139,139,87,149,63,59,6
round_queries,775,1484,3475,11259,24969,128587,163233,460495,421470
round_k,3,12,40,143,431,1295,3902,11707,35122
round_shots,1219,212,192,133,96,77,80,144,8
round_queries,1219,1484,4800,10773,23904,59983,187440,1026576,534504
round_k,3,12,40,124,389,1171,3564,11135,33406
round_shots,1242,255,230,103,121,72,71,56,8
round_queries,1242,1785,5290,7725,27951,50184,148461,353752,459736
round_k,3,11,37,115,348,1045,3158,9513,28733
round_shots,1234,167,115,158,162,73,62,45
round_queries,1234,1503,3795,15642,51678,70007,179366,1180935
round_k,4,16,49,159,479,1446,4347,13121
round_shots,787,245,155,139,254,128,68,88,3
round_queries,787,1715,3875,11259,70866,115584,185708,732248,231597
round_k,3,12,40,139,451,1365,4160,12773,38599
round_shots,1336,197,208,108,111,75,105,149,3
round_queries,1336,1379,4784,7884,24309,54375,228375,982357,181149
round_k,3,11,36,109,362,1087,3296,10035,30191
round_shots,997,195,208,177,104,75,65,138,9
round_queries,997,1365,5200,13983,24648,59325,156845,1021614,610911
round_k,3,12,39,118,395,1206,3701,11235,33939
round_shots,1225,206,162,187,102,75,98,63,5
round_queries,1225,1442,4050,14025,26622,61425,245686,476595,350265
round_k,3,12,37,130,409,1253,3782,11586,35026
round_shots,1466,174,137,112,88,72,75,65
round_queries,1466,1566,4521,11536,28424,71496,225375,1776515
round_k,4,16,51,161,496,1502,4530,13665
round_shots,774,347,143,287,132,81,62,130,3
round_queries,774,2429,3575,23247,35244,66501,155930,980850,211023
round_k,3,12,40,133,410,1257,3772,11317,35170
round_shots,1110,179,229,168,154,96,82,73,112
round_queries,1110,537,2061,5544,15246,31200,80114,220679,3105200
round_k,1,4,16,49,162,488,1511,4613,13862
round_shots,1032,139,98,121,123,75,90,134,10
round_queries,1032,973,2254,8349,29397,54675,200250,901150,628030
round_k,3,11,34,119,364,1112,3362,10222,31401
round_shots,798,234,129,124,95,88,64,76,3
round_queries,798,1638,3225,10044,23275,71192,158784,568708,207537
round_k,3,12,40,122,404,1240,3741,11365,34589
round_shots,821,195,124,173,202,97,76,54,4
round_queries,821,1365,3100,14013,49894,73235,189620,424278,289212
round_k,3,12,40,123,377,1247,3928,12050,36151
round_shots,781,195,128,104,87,119,63,72,3
round_queries,781,1365,3200,8424,21315,88655,143577,492840,189447
round_k,3,12,40,122,372,1139,3422,10465,31574
round_shots,790,186,194,124,135,122,67,60,4
round_queries,790,1302,4462,8804,29295,80886,136747,381300,230700
round_k,3,11,35,108,331,1020,3177,9561,28837
round_shots,1142,265,142,96,95,86,126,75,3
round_queries,1142,1855,3550,7776,23085,62866,283122,516975,188349
round_k,3,12,40,121,365,1123,3446,10349,31391
round_shots,913,284,151,112,109,103,130,54,5
round_queries,913,1988,3775,9072,27359,77971,297830,385182,326875
round_k,3,12,40,125,378,1145,3566,10768,32687
round_shots,801,218,148,101,85,95,92,82,3
round_queries,801,1526,3404,7373,19125,66405,193292,523734,180105
round_k,3,11,36,112,349,1050,3193,9884,30017
round_shots,1087,240,203,120,107,83,76,58,6
round_queries,1087,1680,5075,9480,26215,70301,196916,456982,432906
round_k,3,12,39,122,423,1295,3939,11989,36075
round_shots,1276,245,150,112,84,72,62,41
round_queries,1276,1715,3750,10416,26124,68472,179986,1104171
round_k,3,12,46,155,475,1451,4409,13465
round_shots,1073,262,198,96,102,81,65,55,5
round_queries,1073,1834,4950,7776,24786,62775,151255,389235,323455
round_k,3,12,40,121,387,1163,3538,10761,32345
round_shots,1055,145,227,143,125,84,101,151,83
round_queries,1055,435,2043,4719,12375,28980,104737,472781,2433145
round_k,1,4,16,49,172,518,1565,4868,14657
round_shots,1113,193,237,155,324,301,79,128,83,3
round_queries,1113,579,2133,4185,28188,86387,68019,331392,647649,214551
round_k,1,4,13,43,143,430,1294,3901,11847,35758
round_shots,1206,196,107,97,97,69,75,69,3
round_queries,1206,1764,3531,9603,29585,63549,207225,571941,224487
round_k,4,16,49,152,460,1381,4144,12471,37414
round_shots,1331,321,217,135,101,84,71,56,3
round_queries,1331,2247,5859,10935,24745,61908,158543,378504,183465
round_k,3,13,40,122,368,1116,3379,10192,30577
round_shots,806,313,124,151,269,143,221,135,11
round_queries,806,2191,3100,11325,61601,100529,477581,875205,643247
round_k,3,12,37,114,351,1080,3241,9737,29238
round_shots,813,271,176,103,90,76,68,81,5
round_queries,813,1897,4400,7725,20790,55252,150076,540837,303585
round_k,3,12,37,115,363,1103,3338,10034,30358
round_shots,1058,242,136,192,113,77,63,65,4
round_queries,1058,1694,3400,14400,25651,52591,130221,403585,227060
round_k,3,12,37,113,341,1033,3104,9348,28382
round_shots,1317,204,131,91,86,72,65,120,7
round_queries,1317,1836,4323,9009,25542,66024,180375,1005720,541653
round_k,4,16,49,148,458,1387,4190,12851,38689
round_shots,1452,169,151,103,101,87,60,77
round_queries,1452,1521,4983,10197,31411,82911,174300,2015937
round_k,4,16,49,155,476,1452,4357,13090
round_shots,968,214,162,350,107,77,66,66,3
round_queries,968,1498,4050,27650,28783,62447,160710,482790,201405
round_k,3,12,39,134,405,1217,3657,11153,33567
round_shots,925,332,145,156,107,104,84,57,7
round_queries,925,2324,3625,12324,25573,74776,219996,452181,503181
round_k,3,12,39,119,359,1309,3966,11920,35941
round_shots,1296,231,105,98,90,73,68,66,5
round_queries,1296,1617,2625,7350,20970,54093,152252,449790,313085
round_k,3,12,37,116,370,1119,3407,10386,31308
round_shots,1501,203,113,110,92,160,67,70,8
round_queries,1501,1421,2825,8250,22356,117600,150415,483070,507432
round_k,3,12,37,121,367,1122,3450,10571,31714
round_shots,834,216,145,121,111,74,66,57,3
round_queries,834,1512,3625,9801,27195,54686,148434,386061,192321
round_k,3,12,40,122,369,1124,3386,10302,32053
round_shots,1379,237,125,110,166,118,78,54,5
round_queries,1379,1659,3125,8250,40338,86258,172770,360450,303165
round_k,3,12,37,121,365,1107,3337,10029,30316
round_shots,901,217,117,140,98,76,79,85,8
round_queries,901,1519,2925,10500,23226,56316,177039,578085,513208
round_k,3,12,37,118,370,1120,3400,10228,32075
round_shots,1173,227,151,261,98,81,103,67,8
round_queries,1173,1589,3775,20619,23814,65529,253071,493857,532008
round_k,3,12,39,121,404,1228,3685,11070,33250
round_shots,798,203,251,132,110,94,144,63,5
round_queries,798,1421,6275,10428,26070,67210,314064,430101,314215
round_k,3,12,39,118,357,1090,3413,10302,31421
round_shots,1459,233,155,128,111,79,71,56,7
round_queries,1459,1631,3875,10368,26973,57749,156413,375704,424725
round_k,3,12,40,121,365,1101,3354,10088,30337
round_shots,951,233,139,100,110,89,83,56,3
round_queries,951,1631,3475,8100,26950,65771,188327,386904,191163
round_k,3,12,40,122,369,1134,3454,10594,31860
round_shots,1093,203,135,128,114,86,77,56,4
round_queries,1093,1421,3375,10368,27930,69230,191807,423304,283388
round_k,3,12,40,122,402,1245,3779,11400,35423
round_shots,1373,377,337,98,109,81,64,54,10
round_queries,1373,2639,9099,7938,26705,59859,142784,364554,623750
round_k,3,13,40,122,369,1115,3375,10146,31187
round_shots,770,335,278,103,87,103,107,83,6
round_queries,770,2345,7506,8549,23229,84975,269747,642005,422706
round_k,3,13,41,133,412,1260,3867,11741,35225
round_shots,857,221,172,108,80,73,74,57,9
round_queries,857,1547,3956,7884,18000,49275,151626,359841,525177
round_k,3,11,36,112,337,1024,3156,9506,29176
round_shots,1122,179,192,324,90,90,76,69,56,8
round_queries,1122,537,1728,8748,7470,22410,59204,163461,400456,517096
round_k,1,4,13,41,124,389,1184,3575,10756,32318
round_shots,860,203,105,126,172,160,82,61,5
round_queries,860,1421,2625,9450,45580,127520,201310,453047,335915
round_k,3,12,37,132,398,1227,3713,11162,33591
round_shots,1532,239,141,113,90,72,70,54,3
round_queries,1532,1673,3525,8475,20790,52344,152670,356130,182745
round_k,3,12,37,115,363,1090,3297,9954,30457
round_shots,971,264,232,195,115,76,67,111,6
round_queries,971,1848,5336,14625,26105,52060,140901,709179,348618
round_k,3,11,37,113,342,1051,3194,9656,29051
round_shots,1376,262,126,190,100,71,60,34
round_queries,1376,2358,4158,18810,35700,79165,200700,1031526
round_k,4,16,49,178,557,1672,5017,15169
round_shots,802,243,158,123,91,79,80,55,3
round_queries,802,1701,3950,9225,21021,58065,176880,365475,179577
round_k,3,12,37,115,367,1105,3322,9976,29929
round_shots,582,179,167,136,114,76,103,78,75
round_queries,582,537,1503,4488,13338,28348,115257,264810,2347125
round_k,1,4,16,58,186,559,1697,5144,15647
round_shots,766,221,116,121,90,76,68,69,3
round_queries,766,1547,2900,9075,20790,54644,147356,452433,177075
round_k,3,12,37,115,359,1083,3278,9837,29512
round_shots,1055,237,272,95,163,91,65,92,3
round_queries,1055,1659,6256,6935,35697,69615,155155,677396,205083
round_k,3,11,36,109,382,1193,3681,11134,34180
round_shots,820,139,136,116,109,198,130,66,4
round_queries,820,973,3128,8236,23435,135630,274430,417978,229788
round_k,3,11,35,107,342,1055,3166,9572,28723
round_shots,1240,171,101,103,95,74,63,77,7
round_queries,1240,1539,3333,10197,28785,67414,172305,635481,544215
round_k,4,16,49,151,455,1367,4126,12640,38872
round_shots,1524,200,120,107,87,176,95,104,9
round_queries,1524,1400,3000,8025,20097,122320,198075,655304,519867
round_k,3,12,37,115,347,1042,3150,9547,28881
round_shots,1484,180,132,118,108,73,67,43
round_queries,1484,1620,4356,11682,34236,69715,193697,1123977
round_k,4,16,49,158,477,1445,4339,13069
round_shots,965,264,158,114,83,103,72,57,3
round_queries,965,1848,3634,8322,18177,68495,153288,371127,180039
round_k,3,11,36,109,332,1064,3255,9907,30006
round_shots,1536,191,120,107,111,72,66,53,3
round_queries,1536,1719,3720,10165,31857,62424,174306,432639,222615
round_k,4,15,47,143,433,1320,4081,12320,37102
round_shots,1411,219,344,102,98,74,77,81,3
round_queries,1411,1971,9288,8466,25970,62086,195657,632529,214959
round_k,4,13,41,132,419,1270,3904,11865,35826
round_shots,1530,167,126,98,206,70,66,39
round_queries,1530,1503,4158,9898,64478,66990,190542,1041495
round_k,4,16,50,156,478,1443,4419,13352
round_shots,1390,169,119,163,198,121,172,33
round_queries,1390,1521,3927,16463,65538,124993,547820,978615
round_k,4,16,50,165,516,1592,4918,14827
round_shots,1242,247,117,111,101,93,125,62,6
round_queries,1242,1729,2925,8325,25351,71889,290375,439518,393078
round_k,3,12,37,125,386,1161,3544,10832,32756
round_shots,682,138,243,146,97,85,74,104,78
round_queries,682,414,2187,4818,9603,26605,69634,294632,2045082
round_k,1,4,16,49,156,470,1416,4271,13109
round_shots,925,307,262,121,88,73,89,54,5
round_queries,925,2149,7074,10043,23672,59641,218851,400842,337635
round_k,3,13,41,134,408,1229,3711,11185,33763
round_shots,974,320,131,161,148,75,101,137,6
round_queries,974,2240,3275,12075,37740,57375,235027,970645,391758
round_k,3,12,37,127,382,1163,3542,10660,32646
round_shots,793,201,143,109,141,75,69,91,3
round_queries,793,1407,3575,8829,34545,57975,163323,659113,197499
round_k,3,12,40,122,386,1183,3621,10875,32916
round_shots,813,197,235,119,107,77,68,61,11
round_queries,813,1379,5405,8687,24075,52129,140420,378749,623381
round_k,3,11,36,112,338,1032,3104,9407,28335
round_shots,846,206,225,171,96,78,79,64,3
round_queries,846,1442,5175,12825,21600,53898,164873,416320,178527
round_k,3,11,37,112,345,1043,3252,9872,29754
round_shots,1268,261,165,101,86,83,66,78,8
round_queries,1268,1827,4125,8181,21070,62333,150150,533754,525128
round_k,3,12,40,122,375,1137,3421,10384,32820
round_shots,1496,219,143,139,161,165,143,76,3
round_queries,1496,1533,3575,11259,46207,142395,381667,626012,228261
round_k,3,12,40,143,431,1334,4118,12606,38043
round_shots,774,218,163,93,128,264,177,55,5
round_queries,774,1526,3749,6789,28032,202488,407277,384615,325645
round_k,3,11,36,109,383,1150,3496,10526,32564
round_shots,784,234,147,113,113,76,67,158,6
round_queries,784,1638,3675,9153,28137,60116,159929,1156718,404286
round_k,3,12,40,124,395,1193,3660,11025,33690
round_shots,1119,229,175,97,153,127,74,116,5
